entidad,edad_original,edad,sexo,poblacion
Baja California Sur,26 Años,26,Hombres,6795
Baja California Sur,26 Años,26,Mujeres,6682
Baja California Sur,27 Años,27,Hombres,6926
Baja California Sur,27 Años,27,Mujeres,6739
Baja California Sur,28 Años,28,Hombres,7197
Baja California Sur,28 Años,28,Mujeres,6616
Baja California Sur,29 Años,29,Hombres,6657
Baja California Sur,29 Años,29,Mujeres,6489
Baja California Sur,30 Años,30,Hombres,8770
Baja California Sur,30 Años,30,Mujeres,8035
Baja California Sur,31 Años,31,Hombres,5617
Baja California Sur,31 Años,31,Mujeres,5618
Baja California Sur,32 Años,32,Hombres,7435
Baja California Sur,32 Años,32,Mujeres,7135
Baja California Sur,33 Años,33,Hombres,6449
Baja California Sur,33 Años,33,Mujeres,6266
Baja California Sur,34 Años,34,Hombres,6382
Baja California Sur,34 Años,34,Mujeres,6072
Baja California Sur,35 Años,35,Hombres,7273
Baja California Sur,35 Años,35,Mujeres,6879
Baja California Sur,36 Años,36,Hombres,6637
Baja California Sur,36 Años,36,Mujeres,6574
Baja California Sur,37 Años,37,Hombres,5965
Baja California Sur,37 Años,37,Mujeres,5647
Baja California Sur,38 Años,38,Hombres,7252
Baja California Sur,38 Años,38,Mujeres,6671
Baja California Sur,39 Años,39,Hombres,6162
Baja California Sur,39 Años,39,Mujeres,5867
Baja California Sur,40 Años,40,Hombres,7944
Baja California Sur,40 Años,40,Mujeres,7543
Baja California Sur,41 Años,41,Hombres,4921
Baja California Sur,41 Años,41,Mujeres,4684
Baja California Sur,42 Años,42,Hombres,6848
Baja California Sur,42 Años,42,Mujeres,6223
Baja California Sur,43 Años,43,Hombres,5750
Baja California Sur,43 Años,43,Mujeres,5585
Baja California Sur,44 Años,44,Hombres,4927
Baja California Sur,44 Años,44,Mujeres,4964
Baja California Sur,45 Años,45,Hombres,6512
Baja California Sur,45 Años,45,Mujeres,5960
Baja California Sur,46 Años,46,Hombres,4994
Baja California Sur,46 Años,46,Mujeres,4876
Baja California Sur,47 Años,47,Hombres,5107
Baja California Sur,47 Años,47,Mujeres,4744
Baja California Sur,48 Años,48,Hombres,5340
Baja California Sur,48 Años,48,Mujeres,4971
Baja California Sur,49 Años,49,Hombres,4765
Baja California Sur,49 Años,49,Mujeres,4502
Baja California Sur,50 Años,50,Hombres,5904
Baja California Sur,50 Años,50,Mujeres,5650
Baja California Sur,51 Años,51,Hombres,3513
Baja California Sur,51 Años,51,Mujeres,3477
Baja California Sur,52 Años,52,Hombres,4627
Baja California Sur,52 Años,52,Mujeres,4506
Baja California Sur,53 Años,53,Hombres,4014
Baja California Sur,53 Años,53,Mujeres,3857
Baja California Sur,54 Años,54,Hombres,3852
Baja California Sur,54 Años,54,Mujeres,3937
Baja California Sur,55 Años,55,Hombres,3831
Baja California Sur,55 Años,55,Mujeres,3896
Baja California Sur,56 Años,56,Hombres,3715
Baja California Sur,56 Años,56,Mujeres,3595
Baja California Sur,57 Años,57,Hombres,3067
Baja California Sur,57 Años,57,Mujeres,3029
Baja California Sur,58 Años,58,Hombres,3274
Baja California Sur,58 Años,58,Mujeres,3274
Baja California Sur,59 Años,59,Hombres,3018
Baja California Sur,59 Años,59,Mujeres,3032
Baja California Sur,60 Años,60,Hombres,3799
Baja California Sur,60 Años,60,Mujeres,3847
Baja California Sur,61 Años,61,Hombres,2178
Baja California Sur,61 Años,61,Mujeres,2198
Baja California Sur,62 Años,62,Hombres,2619
Baja California Sur,62 Años,62,Mujeres,2780
Baja California Sur,63 Años,63,Hombres,2604
Baja California Sur,63 Años,63,Mujeres,2557
Baja California Sur,64 Años,64,Hombres,2215
Baja California Sur,64 Años,64,Mujeres,2298
Baja California Sur,65 Años,65,Hombres,2610
Baja California Sur,65 Años,65,Mujeres,2631
Baja California Sur,66 Años,66,Hombres,1864
Baja California Sur,66 Años,66,Mujeres,1959
Baja California Sur,67 Años,67,Hombres,1830
Baja California Sur,67 Años,67,Mujeres,1748
Baja California Sur,68 Años,68,Hombres,1823
Baja California Sur,68 Años,68,Mujeres,1817
Baja California Sur,69 Años,69,Hombres,1460
Baja California Sur,69 Años,69,Mujeres,1532
Baja California Sur,70 Años,70,Hombres,1637
Baja California Sur,70 Años,70,Mujeres,1763
Baja California Sur,71 Años,71,Hombres,1018
Baja California Sur,71 Años,71,Mujeres,1082
Baja California Sur,72 Años,72,Hombres,1380
Baja California Sur,72 Años,72,Mujeres,1391
Baja California Sur,73 Años,73,Hombres,1122
Baja California Sur,73 Años,73,Mujeres,1087
Baja California Sur,74 Años,74,Hombres,1008
Baja California Sur,74 Años,74,Mujeres,1057
Baja California Sur,75 Años,75,Hombres,1111
Baja California Sur,75 Años,75,Mujeres,1107
Baja California Sur,76 Años,76,Hombres,866
Baja California Sur,76 Años,76,Mujeres,897
Baja California Sur,77 Años,77,Hombres,668
Baja California Sur,77 Años,77,Mujeres,752
Baja California Sur,78 Años,78,Hombres,756
Baja California Sur,78 Años,78,Mujeres,771
Baja California Sur,79 Años,79,Hombres,583
Baja California Sur,79 Años,79,Mujeres,655
Baja California Sur,80 Años,80,Hombres,637
Baja California Sur,80 Años,80,Mujeres,719
Baja California Sur,81 Años,81,Hombres,369
Baja California Sur,81 Años,81,Mujeres,442
Baja California Sur,82 Años,82,Hombres,403
Baja California Sur,82 Años,82,Mujeres,475
Baja California Sur,83 Años,83,Hombres,375
Baja California Sur,83 Años,83,Mujeres,458
Baja California Sur,84 Años,84,Hombres,350
Baja California Sur,84 Años,84,Mujeres,421
Baja California Sur,85 Años,85,Hombres,329
Baja California Sur,85 Años,85,Mujeres,378
Baja California Sur,86 Años,86,Hombres,241
Baja California Sur,86 Años,86,Mujeres,318
Baja California Sur,87 Años,87,Hombres,243
Baja California Sur,87 Años,87,Mujeres,268
Baja California Sur,88 Años,88,Hombres,206
Baja California Sur,88 Años,88,Mujeres,226
Baja California Sur,89 Años,89,Hombres,146
Baja California Sur,89 Años,89,Mujeres,201
Baja California Sur,90 Años,90,Hombres,125
Baja California Sur,90 Años,90,Mujeres,177
Baja California Sur,91 Años,91,Hombres,74
Baja California Sur,91 Años,91,Mujeres,89
Baja California Sur,92 Años,92,Hombres,63
Baja California Sur,92 Años,92,Mujeres,135
Baja California Sur,93 Años,93,Hombres,67
Baja California Sur,93 Años,93,Mujeres,96
Baja California Sur,94 Años,94,Hombres,38
Baja California Sur,94 Años,94,Mujeres,72
Baja California Sur,95 Años,95,Hombres,36
Baja California Sur,95 Años,95,Mujeres,64
Baja California Sur,96 Años,96,Hombres,27
Baja California Sur,96 Años,96,Mujeres,52
Baja California Sur,97 Años,97,Hombres,22
Baja California Sur,97 Años,97,Mujeres,35
Baja California Sur,98 Años,98,Hombres,21
Baja California Sur,98 Años,98,Mujeres,28
Baja California Sur,99 Años,99,Hombres,12
Baja California Sur,99 Años,99,Mujeres,35
Baja California Sur,100 años y más,100,Hombres,18
Baja California Sur,100 años y más,100,Mujeres,37
Baja California Sur,No especificado,NA,Hombres,1913
Baja California Sur,No especificado,NA,Mujeres,1929
Campeche,0 Años,0,Hombres,7181
Campeche,0 Años,0,Mujeres,7120
Campeche,1 Año,1,Hombres,7828
Campeche,1 Año,1,Mujeres,7600
Campeche,2 Años,2,Hombres,8026
Campeche,2 Años,2,Mujeres,7786
Campeche,3 Años,3,Hombres,8405
Campeche,3 Años,3,Mujeres,8139
Campeche,4 Años,4,Hombres,8377
Campeche,4 Años,4,Mujeres,8473
Campeche,5 Años,5,Hombres,8472
Campeche,5 Años,5,Mujeres,8238
Campeche,6 Años,6,Hombres,8403
Campeche,6 Años,6,Mujeres,7892
Campeche,7 Años,7,Hombres,8281
Campeche,7 Años,7,Mujeres,8131
Campeche,8 Años,8,Hombres,8414
Campeche,8 Años,8,Mujeres,8155
Campeche,9 Años,9,Hombres,8054
Campeche,9 Años,9,Mujeres,7975
Campeche,10 Años,10,Hombres,8762
Campeche,10 Años,10,Mujeres,8346
Campeche,11 Años,11,Hombres,8088
Campeche,11 Años,11,Mujeres,7588
Campeche,12 Años,12,Hombres,8377
Campeche,12 Años,12,Mujeres,7876
Campeche,13 Años,13,Hombres,7964
Campeche,13 Años,13,Mujeres,7643
Campeche,14 Años,14,Hombres,7856
Campeche,14 Años,14,Mujeres,7668
Campeche,15 Años,15,Hombres,7944
Campeche,15 Años,15,Mujeres,7754
Campeche,16 Años,16,Hombres,7351
Campeche,16 Años,16,Mujeres,7148
Campeche,17 Años,17,Hombres,7915
Campeche,17 Años,17,Mujeres,7650
Campeche,18 Años,18,Hombres,8313
Campeche,18 Años,18,Mujeres,8011
Campeche,19 Años,19,Hombres,6945
Campeche,19 Años,19,Mujeres,7109
Campeche,20 Años,20,Hombres,8034
Campeche,20 Años,20,Mujeres,8359
Campeche,21 Años,21,Hombres,6798
Campeche,21 Años,21,Mujeres,6705
Campeche,22 Años,22,Hombres,7643
Campeche,22 Años,22,Mujeres,7599
Campeche,23 Años,23,Hombres,7324
Campeche,23 Años,23,Mujeres,7680
Campeche,24 Años,24,Hombres,7478
Campeche,24 Años,24,Mujeres,7936
Campeche,25 Años,25,Hombres,7562
Campeche,25 Años,25,Mujeres,8012
Campeche,26 Años,26,Hombres,6881
Campeche,26 Años,26,Mujeres,7466
Campeche,27 Años,27,Hombres,6942
Campeche,27 Años,27,Mujeres,7488
Campeche,28 Años,28,Hombres,7117
Campeche,28 Años,28,Mujeres,7522
Campeche,29 Años,29,Hombres,6544
Campeche,29 Años,29,Mujeres,7264
Campeche,30 Años,30,Hombres,8681
Campeche,30 Años,30,Mujeres,9485
Campeche,31 Años,31,Hombres,5695
Campeche,31 Años,31,Mujeres,6313
Campeche,32 Años,32,Hombres,7282
Campeche,32 Años,32,Mujeres,7914
Campeche,33 Años,33,Hombres,6577
Campeche,33 Años,33,Mujeres,7458
Campeche,34 Años,34,Hombres,6322
Campeche,34 Años,34,Mujeres,6982
Campeche,35 Años,35,Hombres,7397
Campeche,35 Años,35,Mujeres,8037
Campeche,36 Años,36,Hombres,6761
Campeche,36 Años,36,Mujeres,7511
Campeche,37 Años,37,Hombres,6007
Campeche,37 Años,37,Mujeres,6442
Campeche,38 Años,38,Hombres,7339
Campeche,38 Años,38,Mujeres,7957
Campeche,39 Años,39,Hombres,6107
Campeche,39 Años,39,Mujeres,6717
Campeche,40 Años,40,Hombres,8081
Campeche,40 Años,40,Mujeres,8761
Campeche,41 Años,41,Hombres,4632
Campeche,41 Años,41,Mujeres,5117
Campeche,42 Años,42,Hombres,7017
Campeche,42 Años,42,Mujeres,7406
Campeche,43 Años,43,Hombres,5767
Campeche,43 Años,43,Mujeres,6486
Campeche,44 Años,44,Hombres,5264
Campeche,44 Años,44,Mujeres,5639
Campeche,45 Años,45,Hombres,6666
Campeche,45 Años,45,Mujeres,7159
Campeche,46 Años,46,Hombres,5340
Campeche,46 Años,46,Mujeres,5638
Campeche,47 Años,47,Hombres,5247
Campeche,47 Años,47,Mujeres,5449
Campeche,48 Años,48,Hombres,5643
Campeche,48 Años,48,Mujeres,5915
Campeche,49 Años,49,Hombres,5140
Campeche,49 Años,49,Mujeres,5431
Campeche,50 Años,50,Hombres,6459
Campeche,50 Años,50,Mujeres,6751
Campeche,51 Años,51,Hombres,3781
Campeche,51 Años,51,Mujeres,4005
Campeche,52 Años,52,Hombres,5142
Campeche,52 Años,52,Mujeres,5376
Campeche,53 Años,53,Hombres,4533
Campeche,53 Años,53,Mujeres,4755
Campeche,54 Años,54,Hombres,4477
Campeche,54 Años,54,Mujeres,4975
Campeche,55 Años,55,Hombres,4585
Campeche,55 Años,55,Mujeres,4822
Campeche,56 Años,56,Hombres,4326
Campeche,56 Años,56,Mujeres,4464
Campeche,57 Años,57,Hombres,3577
Campeche,57 Años,57,Mujeres,3835
Campeche,58 Años,58,Hombres,3810
Campeche,58 Años,58,Mujeres,4094
Campeche,59 Años,59,Hombres,3559
Campeche,59 Años,59,Mujeres,3733
Campeche,60 Años,60,Hombres,4491
Campeche,60 Años,60,Mujeres,4591
Campeche,61 Años,61,Hombres,2358
Campeche,61 Años,61,Mujeres,2613
Campeche,62 Años,62,Hombres,3164
Campeche,62 Años,62,Mujeres,3323
Campeche,63 Años,63,Hombres,3077
Campeche,63 Años,63,Mujeres,3222
Campeche,64 Años,64,Hombres,2930
Campeche,64 Años,64,Mujeres,3009
Campeche,65 Años,65,Hombres,3387
Campeche,65 Años,65,Mujeres,3531
Campeche,66 Años,66,Hombres,2371
Campeche,66 Años,66,Mujeres,2571
Campeche,67 Años,67,Hombres,2380
Campeche,67 Años,67,Mujeres,2518
Campeche,68 Años,68,Hombres,2518
Campeche,68 Años,68,Mujeres,2774
Campeche,69 Años,69,Hombres,1874
Campeche,69 Años,69,Mujeres,1872
Campeche,70 Años,70,Hombres,2424
Campeche,70 Años,70,Mujeres,2618
Campeche,71 Años,71,Hombres,1307
Campeche,71 Años,71,Mujeres,1338
Campeche,72 Años,72,Hombres,1857
Campeche,72 Años,72,Mujeres,1909
Campeche,73 Años,73,Hombres,1611
Campeche,73 Años,73,Mujeres,1534
Campeche,74 Años,74,Hombres,1469
Campeche,74 Años,74,Mujeres,1492
Campeche,75 Años,75,Hombres,1520
Campeche,75 Años,75,Mujeres,1505
Campeche,76 Años,76,Hombres,1227
Campeche,76 Años,76,Mujeres,1242
Campeche,77 Años,77,Hombres,1036
Campeche,77 Años,77,Mujeres,1041
Campeche,78 Años,78,Hombres,1285
Campeche,78 Años,78,Mujeres,1244
Campeche,79 Años,79,Hombres,916
Campeche,79 Años,79,Mujeres,900
Campeche,80 Años,80,Hombres,1170
Campeche,80 Años,80,Mujeres,1197
Campeche,81 Años,81,Hombres,591
Campeche,81 Años,81,Mujeres,564
Campeche,82 Años,82,Hombres,686
Campeche,82 Años,82,Mujeres,710
Campeche,83 Años,83,Hombres,615
Campeche,83 Años,83,Mujeres,702
Campeche,84 Años,84,Hombres,656
Campeche,84 Años,84,Mujeres,645
Campeche,85 Años,85,Hombres,551
Campeche,85 Años,85,Mujeres,609
Campeche,86 Años,86,Hombres,487
Campeche,86 Años,86,Mujeres,503
Campeche,87 Años,87,Hombres,422
Campeche,87 Años,87,Mujeres,464
Campeche,88 Años,88,Hombres,362
Campeche,88 Años,88,Mujeres,356
Campeche,89 Años,89,Hombres,291
Campeche,89 Años,89,Mujeres,368
Campeche,90 Años,90,Hombres,339
Campeche,90 Años,90,Mujeres,357
Campeche,91 Años,91,Hombres,110
Campeche,91 Años,91,Mujeres,134
Campeche,92 Años,92,Hombres,170
Campeche,92 Años,92,Mujeres,177
Campeche,93 Años,93,Hombres,129
Campeche,93 Años,93,Mujeres,146
Campeche,94 Años,94,Hombres,84
Campeche,94 Años,94,Mujeres,122
Campeche,95 Años,95,Hombres,107
Campeche,95 Años,95,Mujeres,108
Campeche,96 Años,96,Hombres,84
Campeche,96 Años,96,Mujeres,77
Campeche,97 Años,97,Hombres,56
Campeche,97 Años,97,Mujeres,65
Campeche,98 Años,98,Hombres,70
Campeche,98 Años,98,Mujeres,53
Campeche,99 Años,99,Hombres,36
Campeche,99 Años,99,Mujeres,45
Campeche,100 años y más,100,Hombres,78
Campeche,100 años y más,100,Mujeres,71
Campeche,No especificado,NA,Hombres,2150
Campeche,No especificado,NA,Mujeres,2144
Coahuila de Zaragoza,0 Años,0,Hombres,25108
Coahuila de Zaragoza,0 Años,0,Mujeres,24990
Coahuila de Zaragoza,1 Año,1,Hombres,27507
Coahuila de Zaragoza,1 Año,1,Mujeres,26123
Coahuila de Zaragoza,2 Años,2,Hombres,28658
Coahuila de Zaragoza,2 Años,2,Mujeres,27982
Coahuila de Zaragoza,3 Años,3,Hombres,30089
Coahuila de Zaragoza,3 Años,3,Mujeres,29217
Coahuila de Zaragoza,4 Años,4,Hombres,30450
Coahuila de Zaragoza,4 Años,4,Mujeres,29788
Coahuila de Zaragoza,5 Años,5,Hombres,29683
Coahuila de Zaragoza,5 Años,5,Mujeres,28464
Coahuila de Zaragoza,6 Años,6,Hombres,28015
Coahuila de Zaragoza,6 Años,6,Mujeres,27294
Coahuila de Zaragoza,7 Años,7,Hombres,28004
Coahuila de Zaragoza,7 Años,7,Mujeres,27461
Coahuila de Zaragoza,8 Años,8,Hombres,28860
Coahuila de Zaragoza,8 Años,8,Mujeres,27161
Coahuila de Zaragoza,9 Años,9,Hombres,25855
Coahuila de Zaragoza,9 Años,9,Mujeres,25427
Coahuila de Zaragoza,10 Años,10,Hombres,29322
Coahuila de Zaragoza,10 Años,10,Mujeres,27745
Coahuila de Zaragoza,11 Años,11,Hombres,26467
Coahuila de Zaragoza,11 Años,11,Mujeres,25501
Coahuila de Zaragoza,12 Años,12,Hombres,28003
Coahuila de Zaragoza,12 Años,12,Mujeres,26753
Coahuila de Zaragoza,13 Años,13,Hombres,25967
Coahuila de Zaragoza,13 Años,13,Mujeres,26067
Coahuila de Zaragoza,14 Años,14,Hombres,26542
Coahuila de Zaragoza,14 Años,14,Mujeres,25777
Coahuila de Zaragoza,15 Años,15,Hombres,26815
Coahuila de Zaragoza,15 Años,15,Mujeres,26029
Coahuila de Zaragoza,16 Años,16,Hombres,26118
Coahuila de Zaragoza,16 Años,16,Mujeres,25103
Coahuila de Zaragoza,17 Años,17,Hombres,27729
Coahuila de Zaragoza,17 Años,17,Mujeres,26767
Coahuila de Zaragoza,18 Años,18,Hombres,30553
Coahuila de Zaragoza,18 Años,18,Mujeres,29118
Coahuila de Zaragoza,19 Años,19,Hombres,25635
Coahuila de Zaragoza,19 Años,19,Mujeres,25417
Coahuila de Zaragoza,20 Años,20,Hombres,29557
Coahuila de Zaragoza,20 Años,20,Mujeres,29152
Coahuila de Zaragoza,21 Años,21,Hombres,25394
Coahuila de Zaragoza,21 Años,21,Mujeres,24534
Coahuila de Zaragoza,22 Años,22,Hombres,27183
Coahuila de Zaragoza,22 Años,22,Mujeres,26101
Coahuila de Zaragoza,23 Años,23,Hombres,26082
Coahuila de Zaragoza,23 Años,23,Mujeres,25224
Coahuila de Zaragoza,24 Años,24,Hombres,25443
Coahuila de Zaragoza,24 Años,24,Mujeres,25643
Coahuila de Zaragoza,25 Años,25,Hombres,26890
Coahuila de Zaragoza,25 Años,25,Mujeres,27304
Coahuila de Zaragoza,26 Años,26,Hombres,24414
Coahuila de Zaragoza,26 Años,26,Mujeres,25098
Coahuila de Zaragoza,27 Años,27,Hombres,24332
Coahuila de Zaragoza,27 Años,27,Mujeres,23690
Coahuila de Zaragoza,28 Años,28,Hombres,24958
Coahuila de Zaragoza,28 Años,28,Mujeres,25217
Coahuila de Zaragoza,29 Años,29,Hombres,21976
Coahuila de Zaragoza,29 Años,29,Mujeres,22038
Coahuila de Zaragoza,30 Años,30,Hombres,27252
Coahuila de Zaragoza,30 Años,30,Mujeres,27867
Coahuila de Zaragoza,31 Años,31,Hombres,18651
Coahuila de Zaragoza,31 Años,31,Mujeres,19390
Coahuila de Zaragoza,32 Años,32,Hombres,23602
Coahuila de Zaragoza,32 Años,32,Mujeres,24045
Coahuila de Zaragoza,33 Años,33,Hombres,20857
Coahuila de Zaragoza,33 Años,33,Mujeres,21501
Coahuila de Zaragoza,34 Años,34,Hombres,20520
Coahuila de Zaragoza,34 Años,34,Mujeres,20644
Coahuila de Zaragoza,35 Años,35,Hombres,23880
Coahuila de Zaragoza,35 Años,35,Mujeres,23996
Coahuila de Zaragoza,36 Años,36,Hombres,21759
Coahuila de Zaragoza,36 Años,36,Mujeres,22702
Coahuila de Zaragoza,37 Años,37,Hombres,19627
Coahuila de Zaragoza,37 Años,37,Mujeres,19882
Coahuila de Zaragoza,38 Años,38,Hombres,23788
Coahuila de Zaragoza,38 Años,38,Mujeres,23190
Coahuila de Zaragoza,39 Años,39,Hombres,20317
Coahuila de Zaragoza,39 Años,39,Mujeres,20493
Coahuila de Zaragoza,40 Años,40,Hombres,26716
Coahuila de Zaragoza,40 Años,40,Mujeres,27456
Coahuila de Zaragoza,41 Años,41,Hombres,17033
Coahuila de Zaragoza,41 Años,41,Mujeres,18017
Coahuila de Zaragoza,42 Años,42,Hombres,24480
Coahuila de Zaragoza,42 Años,42,Mujeres,25463
Coahuila de Zaragoza,43 Años,43,Hombres,21136
Coahuila de Zaragoza,43 Años,43,Mujeres,21812
Coahuila de Zaragoza,44 Años,44,Hombres,17626
Coahuila de Zaragoza,44 Años,44,Mujeres,18948
Coahuila de Zaragoza,45 Años,45,Hombres,24237
Coahuila de Zaragoza,45 Años,45,Mujeres,24561
Coahuila de Zaragoza,46 Años,46,Hombres,18958
Coahuila de Zaragoza,46 Años,46,Mujeres,20273
Coahuila de Zaragoza,47 Años,47,Hombres,19327
Coahuila de Zaragoza,47 Años,47,Mujeres,20121
Coahuila de Zaragoza,48 Años,48,Hombres,20190
Coahuila de Zaragoza,48 Años,48,Mujeres,20751
Coahuila de Zaragoza,49 Años,49,Hombres,18134
Coahuila de Zaragoza,49 Años,49,Mujeres,18650
Coahuila de Zaragoza,50 Años,50,Hombres,22827
Coahuila de Zaragoza,50 Años,50,Mujeres,23782
Coahuila de Zaragoza,51 Años,51,Hombres,13536
Coahuila de Zaragoza,51 Años,51,Mujeres,14673
Coahuila de Zaragoza,52 Años,52,Hombres,18264
Coahuila de Zaragoza,52 Años,52,Mujeres,19308
Coahuila de Zaragoza,53 Años,53,Hombres,15945
Coahuila de Zaragoza,53 Años,53,Mujeres,16714
Coahuila de Zaragoza,54 Años,54,Hombres,15851
Coahuila de Zaragoza,54 Años,54,Mujeres,17314
Coahuila de Zaragoza,55 Años,55,Hombres,15598
Coahuila de Zaragoza,55 Años,55,Mujeres,17106
Coahuila de Zaragoza,56 Años,56,Hombres,14829
Coahuila de Zaragoza,56 Años,56,Mujeres,15606
Coahuila de Zaragoza,57 Años,57,Hombres,12377
Coahuila de Zaragoza,57 Años,57,Mujeres,12832
Coahuila de Zaragoza,58 Años,58,Hombres,13750
Coahuila de Zaragoza,58 Años,58,Mujeres,14461
Coahuila de Zaragoza,59 Años,59,Hombres,12561
Coahuila de Zaragoza,59 Años,59,Mujeres,13095
Coahuila de Zaragoza,60 Años,60,Hombres,15821
